code,name_es,name_en,kcal_100g,protein_100g,carbs_100g,fat_100g,fiber_100g,sodium_mg_100g
924,"Petit suïsse, cereales y fruta","Petit-suisse type cheese, with cereal and fruit",165.27,7.2,16.5,7.8,0.07,40.0
926,"Petit suisse, chocolate","Petit-suisse type cheese, chocolate flavour",174.43,4.3,24.7,6.4,0.0,40.0
927,"Petit suisse, fresa","Petit-suisse type cheese, strawberry flavour",127.25,7.0,16.7,3.5,0.1,40.0
1007,"Petit Suisse, natural azucarado","Petit-suisse type cheese, plain, with sugar",121.33,7.33,14.37,3.75,0.0,60.0
835,"Pez espada, crudo","Swordfish, raw",110.28,18.0,0.0,4.2,0.0,120.0
2356,"Pez espada, emperador, plancha","Swordfish, griddle",147.28,16.01,1.28,8.71,0.02,100.0
977,"Pichón, sin piel, asado","Pigeon, part n/e, without skin, roasted",176.86,37.0,0.0,3.0,0.0,100.0
2357,"Pijota, cruda","Young hake, raw",64.39,11.93,0.0,1.8,0.0,100.0
2592,"Pimentón, en polvo","paprika, powder",329.49,14.8,38.0,13.0,20.0,30.0
2591,"Pimienta, blanca",white pepper,232.0,10.4,42.4,2.1,26.2,10.0
2590,"Pimienta, negra",Black pepper,230.0,11.0,38.3,3.3,26.5,40.0
2408,"Pimiento morrón, en conserva","Sweet pepper, whole, canned",29.5,1.19,5.2,0.4,1.5,70.0
2409,"Pimiento rojo, crudo","Red pepper, raw",28.87,1.3,4.5,0.6,1.8,10.0
2410,"Pimiento, frito","Pepper, fried",20.09,0.88,3.63,0.2,1.4,0.0
2243,Piña en almíbar,Syrup pineapple,65.07,0.38,15.4,0.11,0.82,0.0
2244,Piñon,Pine nut,679.78,14.0,4.0,62.61,1.9,0.0
2203,"Piñón, crudo, con cáscara","Pine nut, raw, in shell",679.37,14.0,3.9,68.6,8.5,0.0
2204,Pipa de calabaza,Pumpkin seeds,600.1,30.23,10.71,47.33,6.0,10.0
2205,Pipa de girasol,Sunflower seeds,571.22,27.0,20.0,43.0,2.7,0.0
2206,"Pipas de girasol, peladas, con sal","Sunflower seeds, peeled, with salt",624.39,17.25,12.8,56.8,11.5,610.0
2207,Pistacho,Pistachio nut,591.61,17.6,15.7,49.2,6.5,20.0
2589,"Pizza, precocinada","Pizza, precooked",210.18,8.2,22.2,9.8,1.7,520.0
2245,Plátano,Banana,88.79,1.2,20.0,0.3,3.4,0.0
836,"Platija, al vapor","Wide-eyed flounder, steamed",101.49,19.0,0.0,2.75,0.0,100.0
837,"Platija, cruda","Wide-eyed flounder, raw",82.42,17.61,0.0,1.23,0.0,90.0
2290,"Pollo empanado, frito","Breaded chicken, fried",226.8,17.57,5.34,15.12,0.26,20.0
2291,"Pollo, ala, con piel, cruda","Chicken, wing, with skin, raw",215.7,18.33,0.0,15.97,0.0,70.0
980,"Pollo, entero, con piel, asado","Chicken, whole, with skin, roasted",176.67,32.6,0.0,5.0,0.0,80.0
2292,"Pollo, entero, con piel, crudo","chicken, whole, with skin, raw",166.52,20.85,0.0,9.25,0.0,60.0
2293,"Pollo, fiambre",Chicken luncheon meat,139.52,19.85,2.3,5.6,0.0,1200.0
2294,"Pollo, fiambre, bajo en grasa","Chicken luncheon meat, low fat",86.57,18.3,1.7,0.6,0.0,1240.0
2295,"Pollo, frito","Chicken, fried",201.6,17.08,0.74,14.61,0.02,10.0
992,"Pollo, muslo, con piel, asado","Chicken, leg, with skin, roasted",226.24,26.3,0.0,13.5,0.0,90.0
2296,"Pollo, parte sin especificar","Chiken, part not specified",165.75,19.9,0.0,9.6,0.0,80.0
994,"Pollo, pechuga, con piel, crudo","Chicken, breast, with skin, raw",104.47,23.1,0.0,1.2,0.0,70.0
2297,"Pollo, pechuga, plancha","Chiken, breast, grilled",145.03,22.2,0.0,6.2,0.0,50.0
2246,Pomelo,Grapefruit,25.67,0.7,5.4,0.1,1.3,0.0
2495,Preparado lácteo con omega 3,Dairy product with omega 3,52.59,3.5,5.2,1.95,0.0,0.0
2588,Pudding de pasas,Raisin pudding,296.25,4.6,47.2,9.7,3.0,200.0
2411,"Puerro, crudo y congelado","Leek, raw, frozen",24.19,1.6,3.7,0.3,2.8,10.0
2298,"Pulmón, de cerdo, crudo","Pork lung, raw",81.26,14.08,0.0,2.72,0.0,150.0
2299,"Pulmón, de cordero, crudo","Lamb lung, raw",90.85,16.7,0.0,2.6,0.0,160.0
2300,"Pulmón, de ternera, crudo","Veal lung, raw",87.93,16.2,0.0,2.5,0.0,200.0
2471,Pulpo,Octopus,90.8,17.9,1.4,1.4,0.0,360.0
2374,"Pulpo, hervido","Octopus, boiled",68.62,13.39,1.43,0.95,0.0,30.0
886,"Puré de patata y queso, en copos","Mashed potato and cheese, flakes",460.11,10.9,70.5,1.1,6.6,1940.0
888,"Puré de patata, con verduras, en copos","Mashed potato with vegetables, flakes",359.97,4.0,74.8,4.5,2.2,1930.0
2413,"Puré de patata, en copos","mashed potato, flakes",359.95,8.2,78.65,0.8,6.05,140.0
2414,"Puré de patatas y champiñones, en copos","Mashed potatoes and mushrooms, flakes",387.19,10.3,75.2,4.5,1.7,1050.0
887,"Puré, de patata, con leche","Mashed potato with milk, flakes",94.45,2.2,13.7,3.38,1.7,150.0
1005,Queso Cheddar,Cheddar cheese,403.16,26.0,0.1,33.6,0.0,700.0
2502,"Queso curado, genérico",Cured cheese,448.08,35.77,0.51,34.0,0.0,620.0
716,Queso de arzúa,"Cheese, ""arzúa"" type",395.33,22.21,2.0,34.5,0.0,4200.0
2506,Queso en porciones,"Processed cheese, portions",308.8,18.0,2.5,25.5,0.0,940.0
2507,Queso fresco de burgos,"Soft cheese, ""burgos"" type",196.73,12.4,2.5,15.4,0.0,270.0
934,"Queso fresco, cabra","Goat cheese, uncured",296.57,19.8,1.1,23.93,0.0,480.0
939,"Queso fresco, desnatado, con frutas","Uncured cheese, skimmed, with fruit",95.96,8.1,15.3,0.1,0.23,30.0
940,"Queso fundido, extragraso (>60% MG/ES)","Processed cheese, >60 % fidm",323.45,9.3,2.4,31.2,0.0,470.0
1011,Queso Gruyer,Gruyere cheese,373.41,23.42,0.36,31.3,0.0,430.0
2508,Queso manchego,"Cheese ""manchego"" type",387.76,28.77,0.5,30.4,0.0,670.0
2510,Queso mozzarella,Mozzarella cheese,221.61,19.5,0.0,16.1,0.0,370.0
2511,Queso para untar,Chesee spread,359.37,15.63,2.3,32.4,0.0,930.0
945,"Queso para untar, con finas hierbas","Cheese spread, with spice and herbs  ",250.36,6.5,3.1,23.9,0.0,30.0
947,"Queso para untar, con salmón","Cheese spread, with salmon",257.15,7.3,3.1,24.3,0.0,30.0
948,"Queso para untar, natural, bajo en calorías","Cheese spread, plain, light",141.09,14.2,4.2,13.0,0.0,480.0
2515,"Queso semicurado, genérico",Semi-cured cheese,388.7,29.0,0.5,30.4,0.0,670.0
1083,"Quinoa, cruda","Quinoa, raw",305.08,13.8,49.2,5.56,7.9,60.0
2415,Rábano,Radish,15.65,0.6,2.6,0.3,1.2,10.0
2301,Rabo de toro,Oxtail,199.38,18.6,0.0,14.0,0.0,60.0
838,"Rape, a la parrilla","Monkfish, grilled",94.69,22.0,0.0,0.6,0.0,90.0
2624,"Rape, plancha","Monkfish, griddle",86.76,17.0,0.0,2.0,0.0,110.0
2470,"Raya, cruda","Ray, raw",97.93,20.56,0.8,1.26,0.0,90.0
2451,"Refresco con gas, sabor cola, sin cafeina","Cola drink, carbonated, decaffeinated",43.68,0.0,10.75,0.0,0.0,0.0
2452,"Refresco con gas, sabor cola, sin cafeina, bajo en calorías","Cola drink, light, carbonated, decaffeinated",0.8,0.1,0.1,0.0,0.0,10.0
2455,"Refresco tipo ""tónica""","Soft drink, tonic water type",37.38,0.0,9.2,0.0,0.0,0.0
2457,"Refresco, sabor cola","Soft drink, cola flavoured",44.08,0.0,10.85,0.0,0.0,10.0
2458,"Refresco, sabor cola, bajo en calorías","Soft drink, cola flavoured, light",0.41,0.0,0.1,0.0,0.0,10.0
2659,Regaliz,Liquorice,323.16,3.9,71.5,1.9,2.0,70.0
2416,"Remolacha, en conserva","beetroot, canned",29.4,1.2,5.6,0.2,2.5,120.0
2417,Repollo,Cabbage,25.88,1.8,3.7,0.4,3.1,20.0
2517,Requesón,Cottage cheese,101.45,12.31,3.3,4.3,0.0,230.0
1063,"Riñón, de cordero, crudo","Kidney, lamb, raw",94.78,16.8,0.0,3.0,0.0,180.0
1069,"Riñón, de ternera, crudo","Kidney, veal, raw",106.5,16.8,0.0,4.32,0.0,180.0
2625,Rodaballo,Turbot,97.25,16.1,0.0,3.6,0.0,110.0
2587,Rollito de primavera,Chinese spring roll,250.11,8.28,27.29,11.94,2.6,470.0
2586,Romero,Rosemary,343.26,5.0,46.4,15.2,24.1,50.0
2176,Rosquilla,Ring-shaped pastry,348.73,7.8,49.3,13.2,2.7,280.0
2418,Rúcula,Arugula,31.15,2.58,3.65,0.66,1.6,30.0
2585,Sal yodada,Iodized salt,0.0,0.0,0.0,0.0,0.0,38850.0
2303,Salami,Salami,433.1,17.8,1.3,40.2,0.1,1960.0
2308,Salchicha de pollo fresca,Fresh chicken sausage,305.46,13.12,0.9,28.1,0.0,1060.0
2305,"Salchicha, fresca","Sausage, fresh",305.46,13.12,0.9,28.1,0.0,1060.0
2309,"Salchicha, tipo ""frankfurt""",Frankfurt sausage,286.81,12.7,1.3,26.0,0.1,900.0
988,"Salchicha, tipo país, a la plancha","Sausage, ""país"" type, griddle",384.04,18.57,0.86,34.5,0.0,860.0
982,"Salchicha, tipo viena","Sausage, viena type",272.83,10.3,2.0,25.2,0.0,950.0
2310,Salchichón,Salchichon,419.81,25.8,2.0,34.7,0.0,1060.0
839,"Salema, cruda","Salema, raw",103.15,12.7,7.9,0.95,0.0,180.0
2626,Salmón,Salmon,180.88,18.4,0.0,12.0,0.0,100.0
2627,Salmón ahumado,Smoked salmon,180.14,25.4,0.0,8.7,0.0,1880.0
2629,Salmonete,Mullet,90.01,14.1,0.0,3.7,0.0,90.0
2584,Salsa agridulce,Sweet and sour sauce,120.47,0.48,23.99,2.38,0.8,350.0
2583,Salsa al curry,Curry sauce,77.9,0.7,9.1,2.3,0.3,980.0
865,Salsa al roquefort,Roquefort sauce,450.11,7.23,0.19,47.49,0.0,930.0
2581,Salsa barbacoa,barbecue sauce,176.86,1.8,37.81,1.8,5.91,810.0
2580,Salsa bechamel,bechamel sauce,151.63,4.1,10.8,10.3,0.3,400.0
2579,Salsa boloñesa,Bolognese sauce,144.48,8.0,3.4,11.1,1.1,430.0
858,Salsa carbonara,Carbonara sauce,303.32,7.48,2.01,29.94,0.0,190.0
2577,Salsa de queso,cheese sauce,109.61,5.3,8.4,6.1,0.5,460.0
2575,Salsa de soja,"Soya, sauce",63.46,8.7,6.7,0.1,1.6,5720.0
857,Salsa napolitana,Napolitana sauce,75.69,1.9,6.5,4.7,1.4,770.0
856,"Salsa siciliana, picante","Sicilian sauce, hot",67.09,1.3,5.2,4.6,1.8,1340.0
855,"Salsa vinagreta, con aceite de oliva","Vinaigrette sauce, with olive oil",636.19,0.2,0.2,71.76,0.0,700.0
2177,Salvado de trigo,"Wheat, bran",189.02,15.55,21.72,4.25,42.8,0.0
2569,"San jacobo, congelado","Breadcrumbed fried loin, ham and cheese",237.02,4.14,25.16,13.34,4.52,490.0
2630,Sardina,Sardine,139.87,18.1,0.0,7.5,0.0,100.0
2631,"Sardina, asada","Sardine, roasted",255.21,16.67,0.0,21.2,0.0,60.0
2632,"Sardina, enlatada, en aceite, escurrida","sardine, canned in oil, drained",236.51,23.93,0.0,15.75,0.0,370.0
2633,"Sardina, enlatada, en escabeche","Sardine, canned, pickled",130.52,15.0,0.8,7.5,0.0,760.0
2634,"Sargo, crudo","Annular seabream, raw",99.86,15.0,0.0,4.4,0.0,80.0
2568,Seitán,Seitan,123.33,24.0,2.0,2.0,,
2178,Semilla de lino,"Flax, seeds",564.49,18.29,28.88,42.16,27.3,30.0
1084,"Sémola de trigo, cruda","Ground wheat, raw",348.19,12.6,70.4,1.24,4.0,0.0
1085,"Sémola de trigo, hervida","Ground wheat, boiled",54.59,2.0,11.0,0.2,0.6,0.0
1127,"Sésamo, semilla","Sesame, seed",559.99,19.0,10.0,50.0,11.0,40.0
1075,"Sesos, de cerdo, crudos","Brain, pork, raw",122.66,10.6,0.0,9.0,0.0,150.0
1080,"Sesos, de cordero, crudos","Brain, lamb, raw",135.25,10.0,0.0,10.7,0.0,120.0
1047,"Sesos, de ternera, crudos","Brain, veal, raw",118.31,10.4,0.0,8.6,0.0,130.0
2419,Seta,Mushroom,26.22,1.8,4.0,0.3,2.5,10.0
2420,"Seta, plancha","Mushroom, griddle",13.07,1.76,0.39,0.49,1.7,0.0
1086,Sobao,"Traditional sponge cake, sobao",436.57,5.9,46.7,25.2,3.6,230.0
2311,Sobrasada,Sobrasada,595.39,12.9,0.0,61.4,0.0,1260.0
1182,Sofrito,Lightly-fried vegatables,209.09,1.11,4.71,20.97,1.4,490.0
1124,"Soja, fresca","Soybean, fresh",158.05,13.0,11.1,6.8,4.2,10.0
2208,"Soja, frita","Soya, fried",139.96,13.7,10.3,4.8,,0.0
849,"Soja, germinada, en conserva","Soybean, sprouts, canned",13.07,2.0,1.0,0.1,2.3,130.0
1129,"Soja, seca, cruda","Soybean, dry, raw",350.0,35.9,9.7,18.62,15.7,10.0
1122,"Soja, seca, remojada, hervida","Soybean, dry, soaked, boiled",136.3,14.0,3.77,7.25,6.1,0.0
2565,Sopa de sobre maravilla,"Instant soup with pasta, ""maravilla"" type",331.84,12.59,62.03,3.24,2.2,310.0
2564,"Sopa de sobre, sin reconstituir","Instant soup, dried",319.67,10.99,58.24,4.34,2.2,610.0
2563,Suplemento proteico,Protein supplement,391.91,87.75,0.0,4.0,0.0,1190.0
2562,Surimi,Surimi,90.7,14.7,6.1,0.7,,700.0
2561,Tabasco,"Tabasco, sauce",15.21,1.29,0.8,0.76,0.6,630.0
1094,"Té, infusión, con leche","Tea infusion, with milk",37.78,1.7,2.45,2.37,0.0,20.0
843,"Tenca, cruda","Tench, raw",91.87,17.7,3.3,4.3,0.0,80.0
2461,Tequila,Tequila,263.38,0.0,0.0,0.0,0.0,0.0
1030,"Ternera, costilla, cruda","Veal, rib, raw, with separable fat",139.72,20.0,0.0,6.61,0.0,90.0
991,"Ternera, lomo, crudo, con grasa separable","Veal, loin, raw, with separable fat",111.26,20.2,0.0,3.3,0.0,60.0
989,"Ternera, parte s/e, asada","Veal, part n/e, roasted, with separable fat",221.01,29.5,0.0,11.44,0.0,80.0
2315,"Ternera, parte sin especificar, cruda, con grasa separable","Veal, not specified part, raw, with separable fat",253.56,16.7,0.0,21.0,0.0,60.0
984,"Ternera, solomillo, asado","Veal, sirloin, roasted, with separable fat",156.41,28.4,0.0,4.64,0.0,90.0
1029,"Ternera, solomillo, sin grasa, crudo","Veal, sirloin, raw, with separable fat",109.12,20.19,0.0,3.06,0.0,90.0
2317,Tocino,Bacon,662.0,8.4,0.0,71.0,0.0,560.0
1121,Tofu,Tofu,118.72,11.5,3.3,6.62,0.3,10.0
2421,Tomate,Tomato,18.76,0.9,3.5,0.1,1.1,20.0
2560,Tomate frito,"Tomato, fried",83.82,1.5,5.2,6.4,1.6,340.0
2422,"Tomate, asado","Tomato, roasted",18.89,0.98,3.43,0.11,1.4,10.0
2423,"Tomate, maduro, pelado y triturado, enlatado","tomato, ripe, peeled and ground, canned",36.32,2.3,5.55,0.5,1.2,590.0
892,"Tomate, maduro, puré","Tomato, ripe, puree",72.47,4.5,12.9,0.2,2.8,240.0
2559,"Tomillo, seco","Thyme, dried",334.42,9.1,57.1,7.4,18.6,60.0
2180,Torta de aceite,Oil cake,151.41,1.9,21.0,6.6,0.2,200.0
779,"Tortilla, a la francesa",French ommelette,169.62,14.6,0.4,12.29,0.0,240.0
1088,"Trigo, entero, crudo","Wheat, whole, raw",313.07,11.7,61.0,2.0,10.3,10.0
2636,Trucha,Trout,90.32,15.7,0.0,3.0,0.0,60.0
844,"Trucha, ahumada","Trout, smoked",197.54,21.9,0.0,6.7,0.0,60.0
894,"Trufa, cruda","Truffle, raw",93.81,9.0,13.0,0.5,16.5,80.0
785,"Turrón, tipo Alicante","Nougat, ""alicante"" type",483.69,13.05,44.9,28.07,5.9,10.0
2250,"Uva blanca, congelada","White grape, frozen",69.76,0.72,16.1,0.16,0.8,0.0
1017,"Uva negra, cruda","Red grape, raw",71.61,0.6,15.5,0.7,0.4,0.0
2251,Uva pasa,Raisin ,295.99,2.46,69.3,0.5,6.5,20.0
995,"Vaca/buey, parte s/e, asado","Beef, part n/e, roasted, with separable fat",229.7,31.0,0.0,11.73,0.0,60.0
997,"Vaca/buey, parte s/e, estofado","Beef, part n/e, stewed, with separable fat",195.57,30.0,0.0,8.33,0.0,70.0
996,"Vaca/buey, solomillo, a la plancha","Beef, sirloin, grilled",165.86,28.1,0.0,5.84,0.0,60.0
981,"Vaca/buey, solomillo, crudo","Beef, sirloin, raw",135.28,23.5,0.0,4.5,0.0,90.0
2558,Vainilla,Vanilla,52.38,0.06,12.7,0.06,0.0,10.0
2637,Vieira,Scallop,85.16,19.0,0.0,0.9,0.0,270.0
846,"Vieja, cruda","Parrot fish, raw",83.22,12.1,4.9,1.6,0.0,200.0
2557,Vinagre balsámico,Balsamic vinegar,71.19,0.49,17.03,0.0,0.0,20.0
2556,Vinagre de manzana,Apple vinegar,4.06,0.4,0.6,0.0,0.0,20.0
2124,Vinagre de vino,Wine vinegar,4.06,0.4,0.6,0.0,0.0,10.0
2462,Vino blanco,White wine,60.28,0.1,0.1,0.0,0.0,0.0
2463,"Vino dulce, tipo oporto","Sweet wine, ""oporto"" type",131.45,0.3,14.0,0.3,0.0,0.0
2464,Vino rosado,"Wine, rose",66.4,0.1,1.4,0.0,0.0,0.0
2465,Vino tinto,Red wine,70.22,0.23,0.3,0.0,0.0,0.0
847,"Volador, crudo","Flying fish, raw",87.98,21.0,0.0,0.3,0.0,80.0
2466,Whisky,Whisky,244.42,0.0,0.11,0.0,0.0,
2520,Yogur griego,Strained yogurt,138.15,6.4,5.4,10.2,0.0,70.0
2521,"Yogur líquido, ""tipo actimel""","Yoghurt liquid, ""type actimel""",62.57,3.6,4.4,3.4,,60.0
950,"Yogur líquido, aromatizado sabor s/e","Drinking yogurt, flavoured n/e",75.96,2.9,12.8,1.38,0.0,40.0
1160,"Yogur líquido, con frutas s/e","Yogurt, liquid, whole milk, with fruits",87.17,2.8,14.3,1.53,0.0,40.0
952,"Yogur líquido, entero, con cereales","Liquid yogurt, whole milk, with cereals",113.98,2.9,20.8,2.0,0.0,40.0
1133,"Yogur líquido, natural, azucarado","Drinking yogurt, plain, sweetened",69.62,3.0,11.6,1.16,0.0,30.0
953,"Yogur, búlgaro","Yogurt, bulgarian-style",73.95,5.0,5.8,3.4,0.0,40.0
2532,"Yogur, desnatado, aromatizado sabor s/e","Yogurt , skimmed, flavoured n/e",64.13,5.3,7.0,1.6,0.0,70.0
955,"Yogur, desnatado, con cereales","Yogurt, skimmed, with cereals",51.27,4.2,8.2,0.1,0.0,60.0
2524,"Yogur, desnatado, con cereales, manzana y ciruela","Yogurt, skimmed, with cereals, apple and plum",70.44,3.8,13.1,0.2,1.1,40.0
1135,"Yogur, desnatado, con cereza y frambuesa","Yogurt, skimmed, with cherry and raspberry",40.25,3.96,5.65,0.13,1.17,50.0
2525,"Yogur, desnatado, con ciruela, albaricoque y fibra","Yogurt, skimmed, with plum, apricot and fiber",57.77,4.1,9.9,0.1,1.3,40.0
2526,"Yogur, desnatado, con fresa, grosella y fibra","Yogurt, skimmed, with strawberry, redcurrant and fiber",57.77,4.1,9.9,0.1,1.3,50.0
2527,"Yogur, desnatado, con frutas","Yogurt, skimmed, with fruits",70.56,3.83,13.1,0.2,1.1,60.0
1137,"Yogur, desnatado, con frutas del bosque","Yogurt, skimmed, with fruits of the forest",40.25,3.96,5.65,0.13,1.17,50.0
1140,"Yogur, desnatado, con frutas tropicales","Yogurt, skimmed, with tropical fruits",40.25,3.96,5.65,0.13,1.17,50.0
1141,"Yogur, desnatado, con manzana","Yogurt, skimmed, with apple",40.25,3.96,5.65,0.13,1.17,50.0
1144,"Yogur, desnatado, con melocotón y maracuyá","Yogurt, skimmed, with peach and yellow passion fruit",40.25,3.96,5.65,0.13,1.17,50.0
2528,"Yogur, desnatado, con melocotón, frambuesa y fibra","Yogurt, skimmed, with peach, raspberry and fiber",57.77,4.1,9.9,0.1,0.0,40.0
1149,"Yogur, desnatado, con piña y pomelo","Yogurt, skimmed, with pineapple and grapefruit",40.25,3.96,5.65,0.13,1.17,50.0
2530,"Yogur, desnatado, sabor natural","Yogurt, skimmed, plain flavour",45.9,4.3,6.3,0.32,0.0,60.0
2531,"Yogur, desnatado, sabor natural, azucarado","Yogurt, skimmed, plain flavour, sweetened",77.01,4.5,13.8,0.3,0.0,70.0
1158,"Yogur, desnatado, sabor vainilla","Yogurt, skimmed, vanilla flavour",106.93,5.3,17.1,1.8,0.0,40.0
1131,"Yogur, enriquecido, con frutas","Yogurt, enriched, with fruits",121.53,2.6,21.0,2.9,0.16,30.0
1143,"Yogur, enriquecido, natural","Yogurt, enriched, plain",63.34,3.2,3.9,3.9,0.0,40.0
1145,"Yogur, enriquecido, natural, azucarado","Yogurt, enriched, plain, sweetened",99.28,3.1,13.5,3.6,0.0,40.0
1130,"Yogur, enriquecido, natural, con nata","Yogurt, enriched, plain, with cream",66.11,3.1,4.9,3.8,0.0,50.0
1150,"Yogur, enriquecido, sabor, s/e","Yogurt, enriched, unspecified flavour",197.2,3.7,37.0,3.6,0.0,40.0
2533,"Yogur, entero, con cereales y fresas","Yogurt, whole milk, with cereals and strawberry",91.35,3.5,11.8,3.3,0.5,50.0
1159,"Yogur, entero, con fresas","Yogurt, whole milk, with strawberry",120.03,2.7,21.4,2.5,0.4,40.0
2534,"Yogur, entero, con frutas del bosque","Yogurt, whole milk, with fruits of the forest",90.06,3.3,11.9,3.2,0.5,40.0
1155,"Yogur, líquido, desnatado, natural","Drinking yogurt, skimmed, plain",64.82,3.0,12.3,0.3,,40.0
2535,"Yogur, líquido, entero, con fresas","Drinking yogurt, whole milk, with strawberry",90.39,3.3,12.2,3.1,0.5,40.0
2536,"Yogur, líquido, entero, con frutas","Drinking yogurt, whole milk, with fruits",90.06,3.3,11.9,3.2,0.5,40.0
2537,"Yogur, líquido, entero, sabor fresa","Drinking yogurt, whole milk, strawberry flavoured",115.39,5.4,15.6,3.4,0.0,30.0
2538,"Yogur, líquido, entero, sabor fresa y plátano","Drinking yogurt, whole milk, strawberry and banana flavoured",115.39,5.4,15.6,3.4,0.0,30.0
2539,"Yogur, líquido, entero, sabor frutas del bosque","Drinking yogurt, whole milk, fruits of the forest flavoured",115.39,5.4,15.6,3.4,0.0,30.0
2540,"Yogur, líquido, entero, sabor piña y coco","Drinking yogurt, whole milk, pineapple and coconut flavoured",115.39,5.4,15.6,3.4,0.0,30.0
2639,Zamburiñas,Variegated scallop,77.51,15.4,1.5,1.0,0.0,60.0
2424,"Zanahoria, cruda","Carrot, raw",34.35,0.8,7.0,0.3,2.6,70.0
1089,"Zumo de lima, envasado",Lime juice,15.33,0.3,3.2,0.12,0.1,0.0
937,"Zumo de limón, fresco","Lemon juice, fresh",17.14,0.4,3.6,0.1,0.1,0.0
1081,Zumo de mango,Mango juice,41.99,0.1,9.8,0.2,,10.0
2468,Zumo de naranja,Orange juice,41.18,0.7,9.0,0.2,0.1,20.0
2469,Zumo de piña,Pineapple juice,45.98,0.4,10.7,0.1,0.1,0.0
2248,"Zumo de tomate, fresco","Tomato, fresh juice",15.56,0.76,2.96,0.05,0.6,0.0
2252,"Zumo de zanahoria, fresco","Carrot, fresh juice",23.19,0.63,4.75,0.15,0.62,50.0
