code,name_en,group,kcal_100g,protein_100g,carbs_100g,fat_100g,fiber_100g,sugar_100g,sodium_mg_100g
18-325,"Chicken, breast, grilled, meat and skin",MCA,173.0,28.9,0.0,6.4,,0.0,61.0
18-326,"Chicken, breast, strips, stir-fried in corn oil",MCA,161.0,29.7,0.0,4.6,0.0,0.0,61.0
18-299,"Chicken, corn-fed, raw, dark meat only",MCA,143.0,19.5,0.0,7.2,,0.0,80.0
18-300,"Chicken, corn-fed, raw, light meat only",MCA,118.0,23.0,0.0,2.8,,0.0,90.0
18-301,"Chicken, corn-fed, raw, meat only",MCA,129.0,21.4,0.0,4.8,,0.0,85.0
18-302,"Chicken, corn-fed, raw, skin only",MCA,514.0,10.1,0.0,52.7,,0.0,50.0
18-343,"Chicken, corn-fed, roasted, dark meat only",MCA,185.0,24.0,0.0,9.8,,0.0,95.0
18-344,"Chicken, corn-fed, roasted, light meat only",MCA,141.0,25.8,0.0,4.2,,0.0,90.0
18-345,"Chicken, corn-fed, roasted, meat only",MCA,164.0,24.9,0.0,7.2,,0.0,90.0
18-289,"Chicken, dark meat, raw",MCA,109.0,20.9,0.0,2.8,0.0,0.0,90.0
18-329,"Chicken, dark meat, roasted",MCA,196.0,24.4,0.0,10.9,0.0,0.0,100.0
18-311,"Chicken, drumsticks, casseroled, meat and skin",MCA,217.0,22.3,0.0,14.2,0.0,0.0,75.0
18-312,"Chicken, drumsticks, casseroled, meat and skin, weighed with bone",MCA,141.0,14.5,0.0,9.2,,0.0,50.0
18-310,"Chicken, drumsticks, casseroled, meat only",MCA,185.0,24.3,0.0,9.7,,0.0,70.0
18-335,"Chicken, drumsticks, roasted, meat and skin",MCA,185.0,25.8,0.0,9.1,0.0,0.0,130.0
18-336,"Chicken, drumsticks, roasted, meat and skin, weighed with bone",MCA,116.0,16.2,0.0,5.7,,0.0,80.0
18-334,"Chicken, drumsticks, roasted, meat only",MCA,152.0,26.6,0.0,5.1,,0.0,170.0
18-314,"Chicken, leg quarter, casseroled, meat and skin",MCA,217.0,22.9,0.0,13.9,,0.0,70.0
18-315,"Chicken, leg quarter, casseroled, meat and skin, weighed with bone",MCA,137.0,14.4,0.0,8.8,,0.0,45.0
18-313,"Chicken, leg quarter, casseroled, meat only",MCA,176.0,25.0,0.0,8.4,,0.0,75.0
18-293,"Chicken, leg quarter, raw, meat and skin",MCA,193.0,18.3,0.0,13.3,,0.0,80.0
18-294,"Chicken, leg quarter, raw, meat and skin, weighed with bone",MCA,133.0,12.6,0.0,9.2,,0.0,55.0
18-337,"Chicken, leg quarter, roasted, meat and skin",MCA,236.0,20.9,0.0,16.9,,0.0,95.0
18-338,"Chicken, leg quarter, roasted, meat and skin, weighed with bone",MCA,120.0,10.7,0.0,8.6,,0.0,50.0
18-290,"Chicken, light meat, raw",MCA,106.0,24.0,0.0,1.1,0.0,0.0,60.0
18-330,"Chicken, light meat, roasted",MCA,153.0,30.2,0.0,3.6,0.0,0.0,60.0
18-488,"Chicken, meat, average, raw",MCA,108.0,22.3,0.0,2.1,0.0,0.0,77.0
18-331,"Chicken, meat, average, roasted",MCA,177.0,27.3,0.0,7.5,0.0,0.0,80.0
18-327,"Chicken, portions, not coated, deep-fried, meat and skin",MCA,259.0,26.9,0.0,16.8,,0.0,150.0
18-328,"Chicken, portions, not coated, deep-fried, meat and skin, weighed with bone",MCA,179.0,18.6,0.0,11.6,,0.0,110.0
18-316,"Chicken, skin, casseroled",MCA,407.0,13.4,0.0,39.3,,0.0,55.0
18-292,"Chicken, skin, raw",MCA,474.0,9.7,0.0,48.3,,0.0,50.0
18-332,"Chicken, skin, roasted/grilled, dry",MCA,501.0,21.5,0.0,46.1,0.0,0.0,80.0
18-333,"Chicken, skin, roasted/grilled, moist",MCA,452.0,17.0,0.0,42.6,,0.0,80.0
19-569,"Chicken, stir-fried with mushrooms and cashew nuts, homemade",MR,160.0,18.4,4.8,7.0,0.9,2.2,322.0
19-570,"Chicken, stir-fried with peppers in black bean sauce, homemade",MR,124.0,19.0,2.7,4.2,,2.4,366.0
19-521,"Chicken, stir-fried with rice and vegetables, retail, reheated",MR,132.0,6.5,17.1,4.6,,3.9,
18-317,"Chicken, thighs, casseroled, meat and skin",MCA,233.0,21.5,0.0,16.3,,0.0,70.0
18-318,"Chicken, thighs, casseroled, meat and skin, weighed with bone",MCA,193.0,17.8,0.0,13.5,,0.0,60.0
18-319,"Chicken, thighs, casseroled, meat only, diced",MCA,180.0,25.6,0.0,8.6,,0.0,40.0
18-303,"Chicken, whole, corn-fed, raw, meat and skin",MCA,218.0,18.8,0.0,15.9,,0.0,80.0
18-304,"Chicken, whole, corn-fed, raw, meat and skin, weighed with bone",MCA,142.0,12.2,0.0,10.3,,0.0,50.0
18-346,"Chicken, whole, corn-fed, roasted, meat and skin",MCA,215.0,24.0,0.0,13.2,,0.0,90.0
18-347,"Chicken, whole, corn-fed, roasted, meat and skin, weighed with bone",MCA,129.0,14.4,0.0,7.9,,0.0,55.0
18-297,"Chicken, whole, raw, meat and skin",MCA,201.0,19.1,0.0,13.8,,0.0,70.0
18-298,"Chicken, whole, raw, meat and skin, weighed with bone",MCA,131.0,12.4,0.0,9.0,,0.0,45.0
18-341,"Chicken, whole, roasted, meat and skin",MCA,218.0,26.3,0.0,12.5,0.0,0.0,80.0
18-342,"Chicken, whole, roasted, meat and skin, weighed with bone",MCA,138.0,16.6,0.0,7.9,,0.0,50.0
18-321,"Chicken, wing quarter, casseroled, meat and skin",MCA,210.0,24.4,0.0,12.5,,0.0,60.0
18-322,"Chicken, wing quarter, casseroled, meat and skin, weighed with bone",MCA,141.0,16.3,0.0,8.4,,0.0,40.0
18-320,"Chicken, wing quarter, casseroled, meat only",MCA,164.0,26.9,0.0,6.3,,0.0,65.0
18-295,"Chicken, wing quarter, raw, meat and skin",MCA,193.0,20.3,0.0,12.4,,0.0,60.0
18-296,"Chicken, wing quarter, raw, meat and skin, weighed with bone",MCA,127.0,13.4,0.0,8.2,,0.0,40.0
18-339,"Chicken, wing quarter, roasted, meat and skin",MCA,226.0,24.8,0.0,14.1,,0.0,100.0
18-340,"Chicken, wing quarter, roasted, meat and skin, weighed with bone",MCA,120.0,13.1,0.0,7.5,,0.0,55.0
19-469,"Chicken/turkey pasties/slices, puff pastry",MI,289.0,8.1,23.9,18.5,2.9,1.2,360.0
18-503,"Chicken/turkey pieces, coated, baked",MCA,256.0,14.4,19.6,13.9,2.3,1.1,360.0
13-586,"Chicory, pale variety, boiled in unsalted water",DG,7.0,0.6,2.1,0.3,,0.5,1.0
13-225,"Chicory, pale variety, raw",DG,11.0,0.5,2.8,0.6,,0.7,1.0
19-478,"Chilli con carne, homemade",MR,120.0,9.2,4.4,7.5,,2.9,101.0
19-208,"Chilli con carne, retail, reheated",MR,96.0,7.7,7.1,4.3,,2.7,310.0
19-527,"Chilli con carne, retail, reheated, with rice",MR,116.0,5.8,18.1,2.7,,1.6,188.0
17-719,Chilli sauce,WC,40.0,1.3,7.3,0.8,2.2,6.9,1250.0
15-719,"Chilli, bean and lentil, homemade",DR,92.0,5.3,13.2,2.5,,3.5,41.0
15-720,"Chilli, Quorn, homemade",DR,83.0,5.3,6.9,3.6,,3.5,101.0
15-640,"Chilli, vegetable, homemade",DR,49.0,2.5,8.6,0.8,,3.8,127.0
16-011,"Chital, raw",JA,90.0,18.1,0.0,1.9,,0.0,34.0
13-887,"Chives, fresh",H,27.0,3.3,1.9,0.7,2.5,1.9,3.0
15-721,"Cho cho fritters, fried in rapeseed oil, homemade",DR,192.0,4.7,16.6,12.4,0.7,2.9,49.0
13-228,"Cho cho, boiled in unsalted water",DG,14.0,0.5,2.9,0.1,,2.5,4.0
13-227,"Cho cho, raw",DG,17.0,0.7,3.7,0.1,,3.1,5.0
17-658,Chocolate covered bar with caramel and cereal,SEA,501.0,5.2,66.2,25.8,1.9,46.4,161.0
17-657,Chocolate covered caramel and biscuit fingers,SEA,495.0,5.0,70.0,23.6,2.5,45.4,191.0
11-812,Chocolate covered wafer biscuit,AM,509.0,5.5,61.1,28.6,2.7,45.1,90.0
17-687,Chocolate nut spread,SC,549.0,6.2,60.5,33.0,3.0,59.7,50.0
12-518,Chocolate nut sundae,BP,271.0,2.6,33.5,15.0,,29.9,36.0
17-659,Chocolate spread,SC,575.0,3.3,59.4,37.7,2.0,59.4,58.0
17-650,"Chocolate, dark, with crème or mint fondant centres",SEA,431.0,3.7,71.9,16.3,4.7,62.9,6.0
17-690,"Chocolate, fancy and filled",SEA,447.0,4.9,62.9,21.3,,60.0,88.0
17-648,"Chocolate, milk",SEA,519.0,7.3,56.0,31.1,2.3,56.0,89.0
17-491,"Chocolate, plain",SEA,510.0,5.0,63.5,28.0,,62.6,6.0
17-091,"Chocolate, white",SEA,529.0,8.0,58.3,30.9,,58.3,110.0
19-516,Chorizo,MI,395.0,24.0,2.4,32.2,1.0,1.1,1400.0
11-1050,"Choux buns, homemade",AP,395.0,5.3,17.9,34.1,0.8,0.9,122.0
19-519,"Chow mein, beef, retail, reheated",MR,136.0,6.7,14.7,6.0,1.8,2.4,200.0
19-321,"Chow mein, chicken, takeaway",MR,147.0,8.5,12.7,7.2,1.5,0.3,466.0
19-614,"Chow mein, pork and chicken, homemade",MR,72.0,9.2,5.8,1.9,,1.5,362.0
17-784,"Chutney, apple, homemade",WCG,190.0,0.8,49.2,0.2,0.7,48.4,11.0
17-343,"Chutney, mango, sweet",WE,189.0,0.7,48.3,0.1,,45.7,1300.0
17-345,"Chutney, tomato",WCG,128.0,1.2,31.0,0.2,1.4,28.1,410.0
17-785,"Chutney, tomato, homemade",WE,166.0,1.0,40.8,0.2,,40.2,8.0
17-222,"Cider, dry",QC,36.0,0.0,2.6,0.0,0.0,2.6,7.0
17-223,"Cider, low alcohol",QC,17.0,0.0,3.6,0.0,0.0,3.6,3.0
17-822,"Cider, strong",QC,68.0,0.0,7.3,0.0,0.0,7.3,2.0
17-224,"Cider, sweet",QC,42.0,0.0,4.3,0.0,0.0,4.3,7.0
14-326,"Citrus fruit, soft/easy peelers, flesh only",FA,41.0,0.7,9.6,0.2,1.5,9.6,1.0
14-348,"Citrus fruit, soft/easy peelers, flesh only, weighed with peel and pips",FA,32.0,0.5,7.5,0.2,1.2,7.5,1.0
16-252,"Cockles, boiled",JM,53.0,12.0,0.0,0.6,0.0,0,490.0
15-722,"Coco fritters, fried in rapeseed oil, homemade",DR,322.0,4.7,26.1,22.5,,0.9,213.0
17-002,Cocoa butter,OE,896.0,0.0,0.0,99.5,,0.0,0
12-545,Cocoa powder,BH,312.0,18.5,11.5,21.7,,0,
12-563,"Cocoa powder, made up with semi-skimmed milk",BH,58.0,3.7,6.7,2.0,,6.5,41.0
12-564,"Cocoa powder, made up with skimmed milk",BH,46.0,3.7,6.7,0.6,,6.5,42.0
12-565,"Cocoa powder, made up with whole milk",BH,74.0,3.6,6.6,3.9,,6.3,41.0
17-786,"Coconut ice, homemade",SEC,369.0,1.8,67.1,12.3,,67.1,17.0
14-820,Coconut milk,GA,22.0,0.3,4.9,0.3,,4.9,110.0
14-890,"Coconut milk, reduced fat, retail",GA,79.0,0.7,2.0,7.7,0.1,1.1,0
14-889,"Coconut milk, retail",GA,169.0,1.1,3.3,16.9,0.4,2.0,0
14-873,"Coconut, desiccated",GA,604.0,5.6,6.4,62.0,,6.4,28.0
14-816,"Coconut, flesh only, fresh",GA,351.0,3.2,3.7,36.0,,3.7,17.0
16-490,"Cod, dried, salted, boiled",JA,138.0,32.5,0.0,0.9,0.0,0.0,400.0
16-373,"Cod, flesh only, baked",JA,100.0,23.9,0.0,0.5,0.0,0.0,91.0
16-465,"Cod, flesh only, baked, weighed with bones and skin",JA,89.0,21.3,0.0,0.4,0.0,0.0,81.0
16-466,"Cod, flesh only, grilled",JA,106.0,24.6,0.0,0.8,0.0,0.0,128.0
16-374,"Cod, flesh only, microwaved",JA,98.0,23.5,0.0,0.4,0.0,0.0,108.0
16-015,"Cod, flesh only, poached in milk, butter and salt added",JA,94.0,20.9,0.0,1.1,,0,110.0
16-016,"Cod, flesh only, poached in milk, butter and salt added, weighed with bones and skin",JA,81.0,18.2,0.0,1.0,,0,96.0
16-372,"Cod, flesh only, raw",JA,75.0,17.5,0.0,0.6,0.0,0.0,91.0
16-491,"Cod, flesh only, salted and smoked, raw",JA,79.0,18.3,0.0,0.6,0.0,0.0,500.0
16-467,"Cod, flesh only, steamed",JA,98.0,22.8,0.0,0.8,0.0,0.0,127.0
16-468,"Cod, flesh only, steamed, weighed with bones and skin",JA,86.0,19.9,0.0,0.7,0.0,0.0,110.0
16-369,"Cod, in batter, baked",JA,229.0,12.3,19.7,11.8,1.5,2.0,424.0
16-427,"Cod, in batter, fried in dripping, takeaway",JA,240.0,16.8,10.7,14.7,0.5,1.0,175.0
16-426,"Cod, in batter, fried in rapeseed oil",JA,285.0,12.6,19.5,17.9,1.5,1.4,424.0
16-428,"Cod, in batter, fried in sunflower oil, takeaway",J,240.0,16.8,19.5,14.7,0.5,1.0,175.0
16-368,"Cod, in batter, fried, takeaway",JA,240.0,16.8,10.7,14.7,0.5,1.0,175.0
16-370,"Cod, in breadcrumbs, baked",JA,204.0,13.7,19.8,8.3,1.9,0.9,330.0
17-163,"Coffee and chicory essence, with water",PA,9.0,0.1,2.4,0.0,0.0,2.3,3.0
17-632,"Coffee, cappuccino, latte",P,27.0,2.0,3.2,0.8,0.0,2.4,25.0
17-833,"Coffee, infusion, average",PAC,2.0,0.2,0.3,0.0,0.0,0.3,0
17-157,"Coffee, infusion, average, with semi-skimmed milk",PAC,7.0,0.6,0.7,0.2,,0.7,7.0
17-155,"Coffee, infusion, average, with single cream",PAC,14.0,0.4,0.3,1.2,,0.3,3.0
17-156,"Coffee, infusion, average, with whole milk",PAC,7.0,0.5,0.5,0.4,,0.5,6.0
17-153,"Coffee, infusion, strong",PAC,2.0,0.2,0.3,0.0,,0.0,1.0
17-154,"Coffee, infusion, weak",PAC,2.0,0.2,0.3,0.0,,0.0,0
17-159,"Coffee, instant, made up with water",PAC,0.0,0.0,0.0,0.0,,0.0,0
17-161,"Coffee, instant, made up with water and semi-skimmed milk",PAC,7.0,0.6,0.7,0.2,,0.7,8.0
17-160,"Coffee, instant, made up with water and whole milk",PAC,8.0,0.5,0.6,0.4,,0.5,7.0
17-594,"Coffee, Irish",PAC,125.0,0.4,2.7,8.8,,2.5,4.0
17-158,"Coffee, powder, instant",PAA,75.0,14.6,4.5,0.0,0.0,0.0,81.0
12-546,"Coffeemate, whitener powder",BAR,534.0,2.1,57.3,34.5,0.0,9.4,400.0
17-175,Cola,PCA,41.0,0.0,10.9,0.0,0.0,10.9,5.0
17-505,"Cola, diet",PCA,1.0,0.0,0.0,0.0,0.0,0,5.0
13-229,"Cole leaves, dried, boiled in unsalted water",DG,19.0,1.7,1.2,0.8,,0.9,85.0
15-635,"Coleslaw, not low calorie, retail",DR,173.0,0.8,6.0,16.3,1.2,6.0,296.0
15-636,"Coleslaw, with reduced calorie dressing, retail",DR,110.0,0.9,6.5,9.1,1.6,6.5,197.0
16-429,"Coley, flesh only, baked",JA,111.0,24.4,0.0,1.5,0.0,0.0,92.0
16-430,"Coley, flesh only, grilled",JA,105.0,27.2,0.0,1.4,0.0,0.0,88.0
16-431,"Coley, flesh only, poached",JA,114.0,25.0,0.0,1.5,0.0,0.0,95.0
16-383,"Coley, flesh only, raw",JA,82.0,18.0,0.0,1.1,0.0,0.0,68.0
16-469,"Coley, flesh only, steamed",JA,105.0,23.0,0.0,1.4,0.0,0.0,87.0
16-501,"Coley, flesh only, steamed, weighed with bones and skin",JA,95.0,20.9,0.0,1.3,0.0,0.0,79.0
17-729,"Complan powder, original and sweet",PAA,438.0,15.6,64.8,14.7,0,42.8,190.0
17-730,"Complan powder, savoury",PAA,439.0,16.1,62.5,15.6,0.2,6.2,900.0
12-566,"Complan powder, savoury, made up with water",BH,97.0,3.6,13.9,3.5,0.0,1.4,200.0
12-568,"Complan powder, sweet, made up with semi-skimmed milk",BH,132.0,6.1,17.8,4.5,0,13.0,75.0
12-569,"Complan powder, sweet, made up with skimmed milk",BH,122.0,6.1,17.9,3.4,0,13.1,76.0
12-567,"Complan powder, sweet, made up with water",BH,98.0,3.5,14.6,3.3,0,9.6,43.0
12-570,"Complan powder, sweet, made up with whole milk",BH,145.0,6.1,17.7,6.0,0,12.9,74.0
15-723,"Coo-coo, homemade",DR,99.0,2.4,17.7,1.8,,,9.0
12-501,"Cooking fat, compound, not polyunsaturated",BTM,900.0,0.0,0.0,100.0,0.0,0.0,0
19-486,"Coq au vin, homemade",MR,188.0,11.0,3.3,11.0,0.2,0.4,154.0
19-571,"Coq au vin, homemade, weighed with bone",MR,150.0,9.0,2.7,9.0,0.2,0.3,154.0
13-818,"Coriander leaves, dried",H,279.0,21.8,41.7,4.8,,,210.0
13-888,"Coriander leaves, fresh",H,18.0,2.1,1.2,0.5,2.8,0.9,46.0
15-724,"Corn fritters, fried in rapeseed oil, homemade",DR,287.0,5.8,32.9,15.2,2.5,4.9,144.0
15-725,"Corn pudding, homemade",DR,78.0,4.7,8.9,2.9,1.6,5.9,43.0
17-645,Corn snacks,SN,526.0,6.0,60.8,30.4,1.3,5.5,909.0
19-572,"Corned beef hash, homemade",MR,141.0,10.5,12.3,5.9,1.3,1.9,321.0
19-128,"Corned beef, canned",MI,205.0,25.9,1.0,10.9,0.0,1.0,860.0
12-507,Cornetto type ice cream cone,BP,292.0,3.5,39.6,14.4,1.2,27.9,90.0
19-573,"Cornish pasty, homemade",MR,287.0,6.7,27.8,19.2,2.5,2.3,131.0
19-466,"Cornish pasty, retail",MR,278.0,7.0,24.0,17.8,2.9,2.1,470.0
11-011,"Cornmeal, sifted",AA,368.0,9.4,73.1,3.3,,,0
19-477,"Coronation chicken, homemade",MR,362.0,16.6,3.5,31.4,0.2,3.4,122.0
19-574,"Coronation chicken, reduced fat, homemade",MR,216.0,16.6,4.2,14.8,0.2,2.9,
13-628,"Courgette, boiled in unsalted water",DG,15.0,1.3,1.8,0.3,0.8,1.7,0
13-668,"Courgette, dried",DI,280.0,23.3,41.2,3.6,9.0,39.4,0
13-414,"Courgette, fried in butter",DG,63.0,2.6,2.6,4.8,,2.5,1.0
13-232,"Courgette, fried in corn oil",DG,63.0,2.6,2.6,4.8,,2.5,1.0
13-587,"Courgette, fried in rapeseed oil",DG,63.0,2.6,2.6,4.8,,2.5,1.0
13-627,"Courgette, raw",DG,16.0,1.3,2.3,0.2,0.5,2.2,0
13-629,"Courgette, roasted in rapeseed oil",DG,39.0,2.0,3.55,1.9,0.77,3.4,0
15-726,"Courgettes with eggs, homemade",DR,112.0,3.9,2.2,9.7,,2.0,28.0
11-902,"Couscous, plain, cooked",AT,178.0,7.2,37.5,1.0,2.2,1.0,4.0
11-901,"Couscous, plain, raw",AT,364.0,12.0,79.2,2.1,3.7,2.3,4.0
16-391,"Crab, brown meat, purchased cooked",JK,145.0,18.8,0.0,7.8,0.0,0,351.0
16-452,"Crab, canned in brine, drained",JK,77.0,18.1,0.0,0.5,0.0,0,550.0
16-441,"Crab, purchased cooked",JK,115.0,19.7,0.0,4.1,0.0,0,337.0
16-470,"Crab, white and brown meat, purchased cooked, weighed with shell",JK,51.0,8.6,0.0,1.8,0.0,0,148.0
16-392,"Crab, white meat, purchased cooked",JK,85.0,20.5,0.0,0.3,0.0,0,322.0
11-1134,"Crackers, wholemeal, homemade",AM,421.0,9.8,76.7,10.5,5.4,0.8,161.0
14-073,Cranberries,FA,15.0,0.4,3.4,0.1,,3.4,2.0
17-744,Cranberry fruit juice drink,PE,45.0,0.0,12.1,0.0,0,12.1,0
16-235,"Crayfish, raw",JK,67.0,14.9,0.0,0.8,,0.0,150.0
11-820,Cream crackers,AM,445.0,8.9,69.7,16.4,3.9,1.5,384.0
17-358,Cream of tartar,WY,239.0,0.0,0.0,0.0,,0.0,0.0
12-342,"Cream substitute, double",BJS,345.0,2.6,3.6,35.7,0.2,3.6,47.0
12-544,"Cream substitute, single",BJS,158.0,3.1,4.0,14.5,,4.0,61.0
12-337,"Cream, dairy, extra thick (24% fat)",BJC,236.0,2.9,3.4,23.5,0.0,3.4,29.0
12-338,"Cream, dairy, UHT, canned spray, 85% cream",BJP,252.0,1.9,7.2,24.2,0.0,7.2,31.0
12-339,"Cream, dairy, UHT, half fat, canned spray",BJP,196.0,2.8,7.6,17.3,0.0,7.4,35.0
12-592,"Cream, fresh, clotted",BJC,586.0,1.6,2.3,63.5,0.0,2.3,18.0
12-334,"Cream, fresh, double, including Jersey cream",BJC,496.0,1.6,1.7,53.7,0.0,1.7,22.0
12-332,"Cream, fresh, single",BJC,193.0,3.3,2.2,19.1,0.0,2.2,29.0
12-333,"Cream, fresh, whipping",BJC,381.0,2.0,2.7,40.3,0.0,2.7,25.0
12-112,"Cream, half, fresh",BJC,148.0,3.0,4.3,13.3,,4.3,49.0
12-571,"Crème caramel, homemade",BR,157.0,5.1,28.7,3.3,0.0,28.7,64.0
12-397,"Creme caramel, retail",BR,104.0,3.0,20.6,1.6,,18.0,70.0
17-763,Creme egg,SEA,425.0,4.0,71.0,15.9,,58.0,63.0
12-335,"Creme fraiche, full fat",BJC,378.0,2.2,2.4,40.0,0.0,2.1,22.0
12-336,"Creme fraiche, half fat",BJC,162.0,2.7,4.4,15.0,0.0,3.0,36.0
11-822,"Crispbread, rye",AM,284.0,8.6,63.4,1.4,20.0,3.4,264.0
11-988,Croissants,AG,373.0,8.3,43.3,19.7,3.1,5.3,330.0
11-1055,"Crumble, apple, homemade",AS,201.0,1.7,35.0,6.4,0.8,23.4,64.0
11-1056,"Crumble, fruit, homemade",AS,195.0,2.0,34.5,6.4,,21.1,65.0
11-1020,"Crumble, fruit, retail",AS,219.0,2.4,36.0,8.3,2.3,21.8,82.0
11-994,"Crumble, fruit, wholemeal, homemade",AS,198.0,2.5,32.7,7.3,,21.3,63.0
15-729,"Crumble, vegetable, with tinned tomatoes, homemade",DR,174.0,3.1,20.1,9.6,,4.9,69.0
15-730,"Crumble, vegetable, with tinned tomatoes, wholemeal, homemade",DR,170.0,3.6,18.1,9.7,,5.0,69.0
15-727,"Crumble, vegetable, with white sauce, homemade",DR,165.0,4.9,19.6,7.9,1.9,4.0,82.0
15-728,"Crumble, vegetable, with white sauce, wholemeal, homemade",DR,171.0,5.4,20.8,7.9,,4.6,148.0
11-1057,"Crumble, with pie filling, homemade",AS,207.0,1.9,37.2,6.6,0.7,19.4,96.0
11-989,"Crumpets, toasted",AP,207.0,6.9,45.4,1.0,3.1,3.1,1029.0
13-523,"Cucumber, raw, flesh and skin",DG,14.0,1.0,1.2,0.6,0.7,1.2,4.0
13-649,"Curly kale, boiled in unsalted water",DG,26.0,2.7,1.0,1.3,3.5,0.9,6.0
13-234,"Curly kale, raw",DG,33.0,3.4,1.4,1.6,,1.3,43.0
11-1009,"Currant buns, retail",AF,280.0,8.0,52.6,5.6,2.9,16.0,230.0
11-948,"Currant buns, toasted",AP,311.0,8.9,58.4,6.2,3.2,17.8,260.0
14-074,Currants,FA,267.0,2.3,67.8,0.4,,67.8,14.0
13-821,"Curry leaves, fresh",H,97.0,7.9,13.3,1.3,,,
17-720,Curry paste,WC,253.0,4.7,11.3,21.3,6.8,7.0,1520.0
13-876,Curry powder,H,233.0,9.5,26.1,10.8,,,450.0
13-823,"Curry powder, mixed flavours",H,316.0,13.0,34.7,13.9,,,400.0
15-731,"Curry, almond, homemade",DR,328.0,5.7,3.3,33.4,,1.1,51.0
19-547,"Curry, beef and spinach, homemade",MR,94.0,11.4,3.6,4.4,,2.8,36.0
19-549,"Curry, beef, homemade",MR,209.0,17.7,1.2,15.4,,0.6,57.0
19-472,"Curry, beef, reduced fat, homemade",MR,139.0,18.8,1.3,7.1,1.0,0.7,64.0
19-488,"Curry, beef, retail, reheated",MR,137.0,13.5,6.3,6.6,2.4,4.5,190.0
19-529,"Curry, beef, retail, reheated, with rice",MR,147.0,9.5,18.2,4.6,1.8,2.6,173.0
15-627,"Curry, bhindi subji, homemade",DR,71.0,2.9,4.9,4.6,7.2,4.4,437.0
15-735,"Curry, black gram, whole and red kidney bean, homemade",DR,94.0,4.5,8.4,5.0,,1.2,26.0
15-736,"Curry, black gram, whole, Bengali, homemade",DR,76.0,4.4,8.5,2.8,,1.6,33.0
15-737,"Curry, black gram, whole, Gujerati, homemade",DR,154.0,8.4,15.3,6.7,,2.5,71.0
15-738,"Curry, black-eye bean, homemade",DR,139.0,8.1,18.4,4.4,,1.0,23.0
15-095,"Curry, black-eye bean, Punjabi, homemade",DR,111.0,6.0,13.7,4.0,,1.1,
15-739,"Curry, Bombay potato, homemade",DR,118.0,1.8,13.8,6.7,1.9,1.2,16.0
15-740,"Curry, cabbage, masala, homemade",DR,83.0,1.7,8.1,4.9,3.2,6.4,25.0
15-741,"Curry, cauliflower and potato, homemade",DR,60.0,2.6,6.7,2.0,2.1,2.7,13.0
15-742,"Curry, chick pea dahl and spinach, with butter, homemade",DR,182.0,6.4,12.9,12.0,,0.9,135.0
15-743,"Curry, chick pea dahl and spinach, with vegetable oil, homemade",DR,201.0,6.3,12.8,14.2,,0.9,44.0
15-641,"Curry, chick pea dhal, homemade",DR,152.0,7.9,17.8,6.1,,1.9,32.0
15-748,"Curry, chick pea, UK type, homemade",DR,109.0,5.9,14.3,3.5,,2.7,12.0
15-745,"Curry, chick pea, whole and potato, homemade",DR,119.0,5.9,12.6,5.4,,2.1,17.0
15-746,"Curry, chick pea, whole and tomato, Gujerati, with butter ghee, homemade",DR,237.0,7.7,20.1,14.4,,3.8,15.0
15-747,"Curry, chick pea, whole and tomato, Gujerati, with vegetable oil, homemade",DR,238.0,7.7,20.1,14.7,,3.8,15.0
15-107,"Curry, chick pea, whole and tomato, Punjabi, with butter, homemade",DR,107.0,5.6,12.4,4.3,,1.1,
15-108,"Curry, chick pea, whole and tomato, Punjabi, with vegetable oil, homemade",DR,112.0,5.6,12.4,4.9,,1.1,
15-744,"Curry, chick pea, whole, Gujerati type, homemade",DR,183.0,9.7,21.8,7.6,,1.2,43.0
19-449,"Curry, chicken balti, retail",MR,105.0,10.5,4.8,5.0,2.0,3.5,258.0
19-565,"Curry, chicken korma, homemade",MR,127.0,14.6,4.6,5.1,0.7,2.8,68.0
19-540,"Curry, chicken tandoori, retail, reheated",MR,214.0,27.4,2.0,10.8,0.8,1.0,
19-296,"Curry, chicken tikka masala, retail, reheated",MIG,156.0,12.4,4.9,9.8,1.4,3.6,220.0
19-567,"Curry, chicken vindaloo, homemade",MR,192.0,18.5,2.6,12.5,0.7,1.7,65.0
19-568,"Curry, chicken vindaloo, reduced fat, homemade",MR,121.0,19.6,2.7,4.1,,1.8,68.0
19-520,"Curry, chicken, average, retail, reheated",MR,149.0,12.1,5.4,8.9,1.5,4.4,240.0
19-528,"Curry, chicken, average, retail, reheated with rice",MR,154.0,8.5,18.2,5.8,1.3,2.4,200.0
19-322,"Curry, chicken, average, takeaway",MR,145.0,11.7,2.5,9.8,2.2,1.2,356.0
19-534,"Curry, chicken, made with cook-in sauce",MR,144.0,18.6,5.5,5.4,1.5,3.9,246.0
19-465,"Curry, chicken, Thai green, takeaway and restaurant",MR,119.0,8.8,1.5,8.7,2.6,0.5,550.0
15-749,"Curry, courgette and potato, homemade",DR,96.0,1.8,9.6,5.9,,1.8,2.0
15-774,"Curry, dudhi, kofta, homemade",DR,111.0,2.6,9.3,6.9,,,4.0
15-750,"Curry, egg and potato, homemade",DR,138.0,7.5,6.5,9.3,1.1,1.5,83.0
15-752,"Curry, egg, in sweet sauce, UK type, homemade",DR,112.0,6.3,5.9,7.3,,3.4,67.0
