code,name_en,group,kcal_100g,protein_100g,carbs_100g,fat_100g,fiber_100g,sugar_100g,sodium_mg_100g
15-829,"Pakora/bhajia, potato and cauliflower, fried in vegetable oil, homemade",DR,325.0,8.6,23.9,22.3,4.0,2.0,6.0
15-830,"Pakora/bhajia, potato, carrot and pea, fried in vegetable oil, homemade",DR,355.0,12.5,28.9,22.7,6.1,1.9,17.0
15-831,"Pakora/bhajia, potato, fried in vegetable oil, homemade",DR,315.0,9.2,28.4,19.6,5.0,1.4,24.0
15-832,"Pakora/bhajia, spinach, fried in vegetable oil, homemade",DR,360.0,14.6,30.0,22.2,,1.9,91.0
15-653,"Pakora/bhajia, vegetable, retail",DR,238.0,6.4,21.4,14.7,,2.4,430.0
11-1101,"Pakoras, homemade",AT,173.0,8.1,19.7,8.1,,2.1,63.0
11-922,"Pancakes (served with crispy duck), pancakes only, takeaway",AT,305.0,7.8,53.3,7.9,,5.2,121.0
11-959,"Pancakes, savoury, made with semi-skimmed milk, homemade",AT,203.0,6.9,26.6,8.4,1.1,3.8,53.0
11-1102,"Pancakes, savoury, made with skimmed milk, homemade",AT,193.0,6.9,26.7,7.3,1.1,3.9,55.0
11-1103,"Pancakes, savoury, wholemeal, made with whole milk, homemade",AT,209.0,7.6,23.4,10.1,2.9,4.0,53.0
15-645,"Pancakes, stuffed with vegetables, homemade",DR,113.0,4.1,15.8,4.2,1.2,4.4,29.0
15-833,"Pancakes, stuffed with vegetables, wholemeal, homemade",DR,115.0,4.4,14.2,5.0,2.1,4.5,29.0
11-1143,"Pancakes, sweet, made with semi skimmed milk, homemade",AS,234.0,6.3,37.9,7.4,1.0,17.0,51.0
11-1141,"Pancakes, sweet, made with skimmed milk, homemade",AS,234.0,6.3,37.9,7.4,1.0,17.0,51.0
11-1142,"Pancakes, sweet, made with whole milk, homemade",AS,254.0,6.3,37.8,9.7,1.0,16.9,49.0
16-432,"Pangasius, flesh only, baked",JA,109.0,21.8,0.0,2.3,0.0,0.0,299.0
16-433,"Pangasius, flesh only, poached",JA,102.0,20.5,0.0,2.2,0.0,0.0,280.0
16-382,"Pangasius, flesh only, raw",JA,74.0,14.9,0.0,1.6,0.0,0.0,204.0
11-998,"Papadums, takeaway",AF,501.0,11.5,28.3,38.8,6.3,0,
14-390,"Papaya, flesh only, raw",FA,44.0,0.7,9.5,0.6,1.8,9.5,14.0
14-397,"Papaya, flesh only, raw, weighed with skin and pips",FA,27.0,0.4,5.7,0.4,1.1,5.7,8.0
13-311,"Papaya, unripe, green flesh, raw",DG,27.0,0.9,5.5,0.1,,,15.0
11-1104,"Paratha, homemade",AF,333.0,7.8,45.8,14.4,4.9,0.7,118.0
16-101,"Parrot fish, raw",JA,83.0,19.9,0.0,0.4,,0.0,82.0
13-845,"Parsley, dried",H,181.0,15.8,14.5,7.0,,12.4,180.0
13-844,"Parsley, fresh",H,34.0,3.0,2.7,1.3,,2.3,33.0
13-631,"Parsnip, boiled in unsalted water",DG,66.0,1.2,14.7,0.7,2.6,4.3,3.0
13-312,"Parsnip, raw",DG,64.0,1.8,12.5,1.1,4.7,5.7,10.0
13-632,"Parsnip, roasted in rapeseed oil",DG,158.0,2.4,28.8,4.5,5.1,8.4,6.0
18-381,"Partridge, meat only, roasted",MCI,212.0,36.7,0.0,7.2,,0.0,100.0
18-382,"Partridge, meat only, roasted, weighed with bone",MCI,127.0,22.0,0.0,4.3,,0.0,60.0
14-285,Passion fruit juice,FC,47.0,0.8,10.7,0.1,,10.7,19.0
14-178,"Passion fruit, flesh and pips",FA,36.0,2.6,5.8,0.4,,5.8,19.0
14-179,"Passion fruit, flesh and pips, weighed with skin",FA,22.0,1.7,3.5,0.2,,3.5,12.0
11-734,"Pasta and sauce mixes, dried, raw",AD,358.0,12.8,70.0,4.9,4.5,8.1,1165.0
11-717,"Pasta shapes, coloured, flavoured, dried, raw",AD,341.0,11.0,75.4,1.6,5.5,2.3,8.0
19-611,"Pasta with ham and mushroom sauce, homemade",MR,132.0,5.7,16.2,5.3,1.2,1.0,96.0
19-483,"Pasta with meat and tomato sauce, homemade",MR,140.0,6.6,20.4,4.1,2.1,1.9,90.0
11-729,"Pasta, egg, fresh, filled with cheese and tomato, boiled in unsalted water",AD,193.0,8.7,28.1,5.9,2.3,0.2,210.0
11-728,"Pasta, egg, fresh, filled with cheese only, boiled in unsalted water",AD,216.0,10.5,30.2,6.7,2.2,2.2,242.0
11-731,"Pasta, egg, fresh, filled with green vegetables/herbs and cheese, boiled in unsalted water",AD,195.0,8.7,28.7,5.8,1.6,0.1,239.0
11-732,"Pasta, egg, fresh, filled with meat, boiled in unsalted water",AD,200.0,10.1,31.3,4.7,1.9,1.0,298.0
11-730,"Pasta, egg, fresh, filled with mushrooms, boiled in unsalted water",AD,173.0,8.1,27.1,4.3,1.9,0.7,212.0
11-726,"Pasta, egg, fresh, raw",AD,282.0,10.6,57.0,2.9,3.3,2.1,24.0
11-715,"Pasta, egg, white, dried, raw",AD,365.0,12.9,74.8,3.6,3.9,2.1,51.0
11-727,"Pasta, egg, white, tagliatelle, fresh, boiled in unsalted water",AD,152.0,5.8,30.6,1.6,2.0,0,9.0
11-450,"Pasta, plain, fresh, boiled",AD,159.0,6.6,31.8,1.5,,0.6,16.0
11-736,"Pasta, ravioli, meat filling, canned in tomato sauce",AD,77.0,2.3,14.8,1.4,1.1,3.4,260.0
11-735,"Pasta, spaghetti, canned, in tomato sauce",AD,72.0,2.1,16.2,0.3,0.9,5.5,190.0
11-720,"Pasta, white,  twists, fusilli, dried, boiled in unsalted water",AD,146.0,4.8,32.9,0.4,2.6,0.6,5.0
11-1129,"Pasta, white, dried, boiled in unsalted water",AD,169.0,5.5,37.2,0.8,2.5,1.1,1.0
11-716,"Pasta, white, dried, raw",AD,343.0,11.3,75.6,1.6,,2.1,2.0
11-722,"Pasta, white, spaghetti, dried, boiled in unsalted water",AD,141.0,4.4,31.5,0.6,1.7,1.0,3.0
11-721,"Pasta, white, twists, fusilli, dried, boiled in salted water",AD,150.0,5.0,32.9,0.7,2.6,0.6,174.0
11-723,"Pasta, wholewheat, spaghetti, dried, boiled in unsalted water",AD,134.0,5.2,27.5,1.1,4.2,0,5.0
11-718,"Pasta, wholewheat, spaghetti, dried, raw",AD,329.0,12.6,68.3,2.5,11.7,3.9,3.0
15-835,Pastichio,DR,150.0,7.0,17.2,6.3,,2.8,89.0
11-230,"Pastries, Asian",AP,538.0,6.3,43.0,39.1,,22.6,190.0
11-844,"Pastries, chocolate eclairs, cream filled, retail",AP,387.0,6.1,28.2,28.5,1.4,24.0,125.0
11-1064,"Pastries, chocolate eclairs, fresh, homemade",AP,381.0,4.1,38.0,24.7,,26.0,86.0
11-843,"Pastries, cream filled, retail",AP,415.0,3.3,41.4,27.4,2.9,27.3,205.0
11-841,"Pastries, Danish, retail",AP,446.0,4.9,43.6,29.2,2.1,17.3,233.0
11-842,"Pastries, Greek, baklava, retail",AP,456.0,6.7,54.1,25.1,2.0,29.0,163.0
11-992,"Pastry, cheese, shortcrust, homemade",AO,491.0,13.2,39.2,32.4,1.9,0.5,394.0
11-1049,"Pastry, choux, cooked, homemade",AO,313.0,8.4,31.1,18.1,1.5,0.2,204.0
11-1048,"Pastry, choux, uncooked, homemade",AO,203.0,5.5,20.2,11.8,1.0,0.2,132.0
11-856,"Pastry, filo, retail, cooked",AO,363.0,10.0,77.1,3.8,4.5,3.1,460.0
11-855,"Pastry, filo, retail, uncooked",AO,278.0,7.6,58.9,2.9,3.4,2.4,350.0
11-1139,"Pastry, flaky, cooked, homemade",AO,540.0,5.7,48.3,37.4,2.4,0.6,326.0
11-1140,"Pastry, flaky, uncooked, homemade",AO,409.0,4.3,36.6,28.3,1.8,0.5,247.0
11-854,"Pastry, flaky/puff, retail, cooked",AO,486.0,6.7,42.8,33.2,3.5,1.9,427.0
11-852,"Pastry, flaky/puff, retail, uncooked",AO,384.0,5.3,33.7,26.2,2.8,1.5,337.0
11-1052,"Pastry, shortcrust, cooked, homemade",AO,509.0,6.6,57.1,29.9,2.8,0.6,258.0
11-853,"Pastry, shortcrust, retail, cooked",AO,547.0,6.9,47.5,37.9,4.1,1.0,271.0
11-851,"Pastry, shortcrust, retail, uncooked",AO,453.0,5.7,39.4,31.4,3.4,0.9,224.0
11-1017,"Pastry, shortcrust, uncooked, homemade",AO,435.0,5.7,48.8,25.5,2.4,0.5,222.0
11-961,"Pastry, wholemeal, cooked, homemade",AO,487.0,8.3,48.9,30.0,7.1,1.2,257.0
11-1010,"Pastry, wholemeal, uncooked, homemade",AO,421.0,7.2,42.3,25.9,6.1,1.0,222.0
15-646,"Pasty, vegetable, homemade",DR,301.0,4.2,30.0,19.1,2.8,1.8,138.0
15-836,"Pasty, vegetable, wholemeal, homemade",DR,272.0,4.9,30.7,15.2,,1.9,131.0
19-317,"Pate, liver",MI,349.0,12.6,1.2,32.7,0.6,0.4,750.0
19-145,"Pate, meat, reduced fat",MI,191.0,18.0,3.0,12.0,0.8,1.3,710.0
16-451,"Pate, tuna",JR,312.0,16.2,1.5,26.8,0.7,0.4,390.0
13-315,"Patra leaves, raw",DG,39.0,4.0,2.6,1.5,,2.2,1.0
12-475,"Pavlova, toffee/chocolate, no fruit",BR,370.0,3.8,47.4,19.7,1.1,45.3,67.0
12-552,"Pavlova, with fruit and cream",BR,244.0,2.7,42.2,8.3,1.9,41.0,41.0
12-594,"Peach melba, homemade",BP,170.0,1.7,18.1,10.5,,14.9,40.0
14-188,"Peaches, canned in juice, whole contents",FA,39.0,0.6,9.7,0.0,,9.7,12.0
14-189,"Peaches, canned in syrup, whole contents",FA,55.0,0.5,14.0,0.0,,14.0,4.0
14-312,"Peaches, flesh and skin, raw, weighed with stone",FA,30.0,0.9,6.8,0.1,,6.8,1.0
14-299,"Peaches, raw, flesh and skin",FA,33.0,1.0,7.6,0.1,,7.6,1.0
17-116,"Peanut brittle, homemade",SEC,483.0,8.6,73.8,19.0,,71.8,110.0
14-892,"Peanut butter, smooth",GA,607.0,22.8,13.1,51.8,6.6,6.7,350.0
14-882,Peanuts and raisins,GA,436.0,15.4,37.5,25.9,,34.0,28.0
14-878,"Peanuts, dry roasted",GA,590.0,25.7,10.3,49.8,7.6,3.8,790.0
14-877,"Peanuts, kernel only, plain, unsalted",GA,564.0,25.8,12.5,46.0,,6.2,2.0
14-886,"Peanuts, kernel only, plain, weighed with shells",GA,389.0,17.7,8.6,31.8,,4.3,1.0
14-894,"Peanuts, raisins and chocolate chips",GA,445.0,12.4,44.4,25.4,,42.0,45.0
14-834,"Peanuts, roasted and salted",GA,602.0,24.7,7.1,53.0,8.0,3.8,400.0
14-361,"Pears, average, flesh and skin, raw, weighed with core and stalk",FA,37.0,0.3,9.2,0.1,2.3,9.2,1.0
14-365,"Pears, average, raw, flesh only",F,44.0,0.3,11.3,0.1,2.7,11.3,1.0
14-367,"Pears, average, stewed with sugar",F,72.0,0.2,18.8,0.1,2.1,18.8,1.0
14-368,"Pears, average, stewed without sugar",F,38.0,0.3,9.8,0.1,2.3,9.8,1.0
14-197,"Pears, canned in juice, whole contents",FA,33.0,0.3,8.5,0.0,,8.5,3.0
14-196,"Pears, dried",FA,207.0,1.6,52.4,0.5,,52.4,15.0
14-205,"Pears, Nashi, flesh and skin, raw",FA,29.0,0.3,7.1,0.1,,7.1,6.0
14-206,"Pears, Nashi, flesh and skin, raw, weighed with core",FA,26.0,0.3,6.3,0.1,,6.3,5.0
14-321,"Pears, raw, flesh and skin",FA,43.0,0.3,10.9,0.1,2.7,10.9,1.0
14-366,"Pears, raw, flesh only, peeled, weighed with skin and core",F,31.0,0.2,7.9,0.1,1.9,7.9,1.0
13-439,"Peas, boiled in unsalted water",DF,79.0,6.7,10.0,1.6,5.6,1.2,0
13-564,"Peas, canned in water, re-heated, drained",DF,59.0,5.3,8.0,0.9,5.3,1.7,0
13-131,"Peas, dried, boiled in unsalted water",DF,109.0,6.9,19.9,0.8,,0.9,13.0
13-130,"Peas, dried, raw",DF,303.0,21.6,52.0,2.4,,2.4,38.0
13-536,"Peas, frozen, boiled in unsalted water",DF,70.0,5.5,11.2,0.7,5.5,5.9,4.0
13-528,"Peas, frozen, microwaved",DF,71.0,5.7,10.8,0.9,5.6,6.6,4.0
13-527,"Peas, frozen, raw",DF,68.0,5.3,10.7,0.7,5.3,5.7,4.0
13-641,"Peas, mange-tout, boiled in unsalted water",DF,32.0,3.3,4.2,0.4,1.6,3.7,1.0
13-122,"Peas, mange-tout, raw",DF,32.0,3.6,4.2,0.2,,3.4,2.0
13-642,"Peas, mange-tout, stir-fried in rapeseed oil",DF,69.0,2.8,3.6,4.9,1.4,3.2,1.0
13-562,"Peas, marrowfat, canned, re-heated, drained",DF,87.0,6.9,13.8,0.8,5.0,0.9,160.0
13-563,"Peas, mushy, canned, re-heated",DF,81.0,5.8,13.8,0.7,3.1,1.7,220.0
13-438,"Peas, raw",DF,83.0,6.9,11.3,1.5,5.3,2.3,1.0
13-142,"Peas, split, dried, boiled in unsalted water",DF,126.0,8.3,22.7,0.9,,0.9,14.0
13-141,"Peas, split, dried, raw",DF,328.0,22.1,58.2,2.4,,1.9,38.0
13-594,"Peas, sugar-snap, boiled in unsalted water",DG,33.0,3.1,4.7,0.3,,3.4,4.0
13-143,"Peas, sugar-snap, raw",DF,34.0,3.4,5.0,0.2,,3.7,4.0
14-837,"Pecan nuts, kernel only",GA,689.0,9.2,5.8,70.1,,4.3,1.0
14-838,"Pecan nuts, kernel only, weighed with shells",GA,337.0,4.5,2.8,34.3,,2.1,0
14-338,"Peel, mixed",FA,287.0,0.3,74.1,0.9,4.5,51.2,280.0
13-525,"Pepper, capsicum, red, boiled in unsalted water",DG,17.0,0.8,3.4,0.1,2.4,3.3,0
13-524,"Pepper, capsicum, red, raw",DG,21.0,0.8,4.3,0.2,2.2,4.2,1.0
13-537,"Pepper, capsicum, yellow, boiled in unsalted water",DG,26.0,0.9,5.3,0.3,2.4,5.1,1.0
13-526,"Pepper, capsicum, yellow, raw",DG,23.0,0.8,4.6,0.2,2.2,4.4,1.0
13-847,"Pepper, cayenne, ground",H,318.0,12.0,31.7,17.3,,,30.0
17-830,"Peppermint creams, homemade",SEC,366.0,0.7,96.9,0.0,0,95.9,23.0
17-117,Peppermints,SEC,393.0,0.5,102.7,0.7,0.0,102.7,9.0
13-316,"Peppers, capsicum, chilli, green, raw",DG,20.0,2.9,0.7,0.6,,0.7,7.0
13-317,"Peppers, capsicum, chilli, red, raw",DG,26.0,1.8,4.2,0.3,,4.2,12.0
13-548,"Peppers, capsicum, green, boiled in unsalted water",DG,18.0,1.0,2.6,0.5,,2.3,4.0
13-318,"Peppers, capsicum, green, raw",DG,15.0,0.8,2.6,0.3,,2.4,4.0
15-837,"Peppers, green, stuffed with rice, homemade",DR,77.0,1.7,14.4,1.9,,5.5,7.0
15-852,"Peppers, green, stuffed with vegetables, cheese topping, homemade",DR,80.0,2.6,5.2,5.6,,,45.0
19-632,"Peppers, stuffed with beef, rice and vegetables, homemade",MR,99.0,6.2,9.2,4.3,,2.5,52.0
15-838,"Pesto sauce, homemade",DR,501.0,19.0,2.4,46.2,,,291.0
17-622,"Pesto, green",WC,420.0,5.6,3.9,42.5,,2.3,840.0
17-623,"Pesto, red",WC,317.0,5.0,5.9,30.6,3.3,5.2,770.0
18-383,"Pheasant, meat only, roasted",MCK,220.0,27.9,0.0,12.0,0.0,0.0,66.0
18-384,"Pheasant, meat only, roasted, weighed with bone",MCK,114.0,14.5,0.0,6.2,,0.0,34.0
14-207,"Physalis, fruit only",FA,53.0,1.8,11.1,0.2,,11.1,1.0
17-702,Piccalilli,WCN,84.0,1.0,17.6,0.5,,14.8,740.0
17-718,"Pickle, sweet",WCG,111.0,0.6,28.0,0.1,1.2,24.6,1130.0
11-1024,"Pie, apple, one crust, homemade",AS,198.0,1.8,29.0,9.2,2.1,18.0,66.0
11-1025,"Pie, apple, pastry top and bottom, homemade",AS,268.0,2.9,32.1,15.2,2.4,13.6,109.0
11-920,"Pie, apple, pastry, double crust, deep filled, retail",AS,256.0,3.3,38.5,10.9,,18.0,163.0
11-921,"Pie, apple, pastry, double crust, retail",AS,245.0,3.8,30.3,12.9,2.6,7.0,158.0
11-1026,"Pie, apple, wholemeal, one crust, homemade",AS,190.0,2.3,29.9,7.7,2.8,18.0,65.0
11-1027,"Pie, apple, wholemeal, pastry top and bottom, homemade",AS,254.0,3.6,33.6,12.7,3.7,13.7,108.0
12-394,"Pie, banoffee",BR,319.0,3.8,32.9,20.0,1.8,20.9,164.0
18-505,"Pie, beef, puff or shortcrust pastry, family size, retail",MR,220.0,8.9,18.1,13.0,2.0,1.2,332.0
18-506,"Pie, beef, puff or shortcrust pastry, individual, retail",MR,292.0,9.2,25.5,17.7,2.1,1.2,346.0
12-560,"Pie, cheese and potato, homemade",BV,132.0,5.0,12.6,7.2,1.1,1.5,113.0
19-559,"Pie, chicken and mushroom, single crust, homemade",MR,202.0,13.6,14.3,10.4,1.0,2.0,101.0
19-515,"Pie, chicken, individual, baked",MI,288.0,9.0,24.6,17.7,1.7,1.6,270.0
19-575,"Pie, Cottage, homemade",MR,126.0,6.3,10.4,6.3,1.3,1.6,155.0
19-494,"Pie, Cottage/Shepherd's, reheated",MR,111.0,4.5,11.9,5.4,1.2,1.6,240.0
16-460,"Pie, fish, white fish, homemade",JR,101.0,8.6,12.7,2.1,1.0,1.5,56.0
16-410,"Pie, fish, white fish, retail, baked",JR,124.0,6.6,14.4,4.8,2.1,1.8,254.0
11-847,"Pie, fruit, individual, retail",AS,361.0,3.1,60.0,13.7,4.3,31.0,115.0
11-1007,"Pie, fruit, one crust, homemade",AS,190.0,2.1,26.7,9.1,,15.7,66.0
11-1073,"Pie, fruit, pastry top and bottom, blackcurrant, homemade",AS,264.0,3.2,31.0,15.1,,12.5,109.0
11-1008,"Pie, fruit, pastry top and bottom, homemade",AS,262.0,3.1,30.4,15.1,,12.0,109.0
11-1075,"Pie, fruit, wholemeal, one crust, homemade",AS,182.0,2.5,27.6,7.6,,15.8,66.0
11-1074,"Pie, fruit, wholemeal, pastry top and bottom, blackcurrant, homemade",AS,250.0,3.9,32.5,12.5,,12.6,108.0
11-1076,"Pie, fruit, wholemeal, pastry top and bottom, homemade",AS,253.0,4.0,30.0,13.9,,12.1,165.0
11-1077,"Pie, fruit, wholemeal, with pie filling, homemade",AS,261.0,4.0,32.7,13.6,3.2,8.1,139.0
11-1078,"Pie, fruit, with pie filling, homemade",AS,277.0,3.2,31.1,16.4,1.8,8.1,139.0
19-058,"Pie, game, homemade",MI,381.0,12.2,34.7,22.5,,3.4,430.0
11-548,"Pie, lemon meringue, retail",AS,251.0,2.9,43.5,8.5,,29.3,113.0
15-816,"Pie, lentil and cheese, homemade",DR,182.0,11.0,14.5,9.3,,1.5,173.0
15-839,"Pie, Quorn and vegetable",DR,174.0,7.6,13.2,10.4,3.4,3.4,218.0
15-840,"Pie, spinach, homemade",DR,177.0,6.2,8.6,13.3,,2.6,327.0
19-629,"Pie, steak and kidney, double crust, homemade",MR,305.0,14.6,22.2,18.1,1.8,0.9,263.0
19-557,"Pie, steak and kidney, single crust, homemade",MI,243.0,17.0,15.3,13.1,1.2,0.6,209.0
19-639,"Pie, turkey, single crust, homemade",MR,205.0,13.8,14.9,10.4,1.5,2.4,108.0
15-647,"Pie, vegetable, homemade",DR,160.0,2.9,17.1,9.4,,2.8,107.0
15-841,"Pie, vegetable, wholemeal, homemade",DR,151.0,3.4,18.0,7.8,,3.0,106.0
18-385,"Pigeon, meat only, roasted",MCM,187.0,29.0,0.0,7.9,,0.0,92.0
18-386,"Pigeon, meat only, roasted, weighed with bone",MCM,88.0,13.6,0.0,3.7,,0.0,43.0
15-842,"Pilaf, rice with spinach, homemade",DR,104.0,3.7,17.8,1.9,,1.6,105.0
15-843,"Pilaf, rice with tomato, homemade",DR,147.0,2.9,27.9,2.6,0.7,0.9,326.0
15-845,"Pilau, egg and potato, brown rice, homemade",DR,117.0,4.7,19.5,2.8,1.4,1.6,29.0
15-844,"Pilau, egg and potato, homemade",DR,124.0,4.4,22.4,2.5,1.0,1.4,30.0
15-846,"Pilau, mushroom, homemade",DR,138.0,2.5,23.9,3.5,0.7,0.8,2.0
16-461,"Pilau, prawn, homemade",JR,149.0,5.2,24.8,3.2,0.6,0.8,60.0
12-472,"Pilau, vegetable, homemade",DR,112.0,3.3,22.6,1.5,2.2,0.3,170.0
14-839,"Pine nuts, kernel only",GA,688.0,14.0,4.0,68.6,,3.9,1.0
14-286,"Pineapple juice, unsweetened",PE,41.0,0.3,10.5,0.1,0,10.5,8.0
14-211,"Pineapple, canned in juice, whole contents",FA,47.0,0.3,12.2,0.0,,12.2,1.0
14-212,"Pineapple, canned in syrup, whole contents",FA,64.0,0.5,16.5,0.0,,16.5,2.0
14-396,"Pineapple, dried",FA,303.0,3.3,75.7,0.7,8.0,75.7,0
14-376,"Pineapple, flesh only, raw",FA,45.0,0.5,11.4,0.1,1.2,11.4,0
14-377,"Pineapple, flesh only, raw, weighed with skin and top",FA,20.0,0.2,5.0,0.1,0.5,5.0,0
11-1105,"Pinni, homemade",AP,527.0,5.4,59.5,31.4,,40.9,4.0
14-840,"Pistachio nuts, kernel only, roasted and salted",GA,601.0,17.9,8.2,55.4,7.4,5.7,530.0
14-841,"Pistachio nuts, kernel only, roasted and salted, weighed with shells",GA,331.0,9.9,4.6,30.5,,3.2,290.0
11-1016,"Pizza base, raw",AE,290.0,7.8,57.5,4.8,2.5,3.4,400.0
11-936,"Pizza, cheese and tomato, retail",A,272.0,12.2,36.1,9.8,2.9,3.9,397.0
11-1012,"Pizza, chicken topped, retail",AE,246.0,13.4,31.3,8.3,2.7,2.1,380.0
11-1011,"Pizza, fish topped, takeaway",AE,226.0,13.3,28.0,7.5,,2.0,400.0
11-1013,"Pizza, ham and pineapple, retail",AE,260.0,13.5,34.4,8.6,2.5,3.1,400.0
11-1015,"Pizza, meat topped, retail and takeaway",AE,255.0,13.2,29.1,10.3,2.0,1.8,440.0
15-255,"Pizza, tomato, homemade",DR,193.0,3.3,22.6,10.6,,3.0,340.0
11-1014,"Pizza, vegetarian, retail and takeaway",AE,216.0,10.8,29.6,6.9,3.1,2.4,330.0
16-434,"Plaice, flesh only, baked",JA,99.0,21.3,0.0,1.6,0.0,0.0,191.0
16-381,"Plaice, flesh only, raw",JA,76.0,16.4,0.0,1.2,0.0,0.0,147.0
16-435,"Plaice, flesh only, steamed",JA,91.0,19.5,0.0,1.4,0.0,0.0,175.0
16-480,"Plaice, flesh only, steamed, fillets weighed with bones and skin",JA,68.0,14.5,0.0,1.1,0.0,0.0,130.0
16-498,"Plaice, in batter, fried in blended oil",JA,257.0,15.2,12.0,16.8,,0,210.0
16-499,"Plaice, in batter, fried in retail blend oil",JA,257.0,15.2,12.0,16.8,0.5,0,210.0
16-500,"Plaice, in batter, fried in sunflower oil",JA,257.0,15.2,12.0,16.8,0.5,0,210.0
16-403,"Plaice, in breadcrumbs, baked",JA,243.0,14.4,21.5,11.6,1.5,1.3,275.0
13-324,"Plantain, boiled in unsalted water, flesh only",DG,112.0,0.8,28.5,0.2,,5.5,4.0
13-323,"Plantain, green flesh, raw",DG,117.0,1.1,29.4,0.3,,5.7,4.0
13-569,"Plantain, ripe, fried in rapeseed oil",DG,267.0,1.5,47.5,9.2,,11.5,3.0
14-316,"Plums, average, flesh and skin, stewed with sugar, weighed with stones",FA,67.0,0.5,17.0,0.1,,17.0,2.0
14-315,"Plums, average, flesh and skin, stewed without sugar",FA,30.0,0.5,7.3,0.1,,7.3,2.0
14-317,"Plums, average, flesh and skin, stewed without sugar, weighed with stones",FA,29.0,0.5,6.9,0.1,,6.9,2.0
14-314,"Plums, average, stewed with sugar, flesh and skin",FA,70.0,0.5,17.9,0.1,,17.9,2.0
14-372,"Plums, dessert, flesh and skin, raw",FA,41.0,0.6,9.7,0.3,1.3,9.7,0
14-374,"Plums, dessert, flesh and skin, raw, weighed with stones",FA,40.0,0.6,9.4,0.2,1.3,9.4,0
14-220,"Plums, Victoria, flesh and skin, raw",FA,39.0,0.6,9.6,0.1,,9.6,2.0
14-221,"Plums, Victoria, flesh and skin, raw, weighed with stones",FA,37.0,0.5,9.0,0.1,,9.0,2.0
14-222,"Plums, Victoria, stewed without sugar",FA,34.0,0.5,8.3,0.1,,8.3,2.0
14-223,"Plums, Victoria, stewed without sugar, weighed with stones",FA,33.0,0.5,7.9,0.1,,7.9,2.0
14-224,"Plums, yellow, flesh and skin, raw",FA,25.0,0.5,5.9,0.1,,5.9,1.0
14-225,"Plums, yellow, flesh and skin, raw, weighed with stones",FA,24.0,0.5,5.7,0.1,,5.7,1.0
11-905,"Polenta, hydrated, raw",AT,68.0,1.9,15.2,0.4,1.7,0,541.0
16-436,"Pollock, Alaskan, flesh only, baked",JA,124.0,28.2,0.0,1.2,0.0,0.0,117.0
16-378,"Pollock, Alaskan, flesh only, raw",JA,72.0,16.4,0.0,0.7,0.0,0.0,68.0
16-437,"Pollock, Alaskan, flesh only, steamed",JA,120.0,27.4,0.0,1.2,0.0,0.0,114.0
14-341,Pomegranate juice drink,FC,44.0,0.2,11.6,0.0,0,11.6,1.0
14-226,"Pomegranate, flesh and pips",FA,51.0,1.3,11.8,0.2,,11.8,2.0
14-227,"Pomegranate, flesh and pips, weighed with skin",FA,33.0,0.9,7.7,0.1,,7.7,1.0
14-228,"Pomelo, flesh only",FA,30.0,0.6,6.8,0.2,,6.8,1.0
14-229,"Pomelo, flesh only, weighed with peel and pips",FA,18.0,0.4,4.1,0.1,,4.1,1.0
16-124,"Pomfret, black, raw",JA,99.0,18.8,0.0,2.6,,0.0,110.0
16-125,"Pomfret, white, raw",JA,92.0,18.3,0.0,2.1,,0.0,94.0
17-691,"Popcorn, candied",SN,469.0,6.9,60.7,23.8,9.5,15.0,0
17-692,"Popcorn, salted, retail",SN,470.0,9.0,59.3,23.5,9.3,0.6,730.0
19-665,"Pork chops in mustard and cream, homemade",MR,263.0,15.5,1.0,19.4,0.2,1.0,200.0
19-666,"Pork chops in mustard and cream, homemade, weighed with bone",MR,230.0,13.6,0.9,17.0,0.1,0.9,175.0
19-467,"Pork pie, individual",MR,370.0,9.9,25.7,26.0,2.9,1.5,542.0
17-132,Pork scratchings,SN,606.0,47.9,0.2,46.0,,0.2,1320.0
18-555,"Pork, belly joint, roasted, lean and fat",MAG,293.0,25.1,0.0,21.4,0.0,0.0,90.0
18-556,"Pork, belly joint/slices, grilled, lean and fat",MAG,320.0,27.4,0.0,23.4,0.0,0.0,97.0
18-557,"Pork, belly joint/slices, raw, lean and fat",MAG,258.0,19.1,0.0,20.2,0.0,0.0,69.0
18-558,"Pork, belly joint/slices, raw, lean and fat, weighed with bone",MAG,238.0,17.6,0.0,18.6,0.0,0.0,75.0
18-216,"Pork, crackling, cooked",MAG,550.0,36.2,0.0,45.0,,0.0,
18-527,"Pork, diced, casseroled, lean",MAG,195.0,36.8,0.0,5.3,0.0,0.0,89.0
